id,speaker_utterance,listener_utterance,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry,empathy,prediction,mimicry_face,mimicry_pose,mimicry_combined,rate,rate_reason,binary_rate,binary_rate_reason
sub_1_conv_6,"So I get actually kind of angry when I cannot leave work on time, when I have a lot of things to do and like my boss tells me to stay here and have to work, you know, that's really annoying.",I agree. I also don't want to work overtime.,0.9707789,0.02623877,0.00298236,0.5625644,0.3866928,0.050742812,1,0.1424,-0.1152,0.057333333333333,0.3715,0.001,0.211,41,9,0.998739898204803,0.00031648541335,0.00029982815613,0.000150285326527,3.50053742295131E-05,7.22545883036219E-05,9.42778351600282E-05,6.82475292705931E-05,0.000223730879952,1,1,1,0,1,1,1,"The listener's response shows little to no behavioral empathy. Though the listener agrees with the speaker, which might indicate some level of cognitive empathy, the response is very brief and lacks any deep engagement with the speaker's emotional state. The listener does not elaborate or ask follow-up questions that would show a keen interest in the speaker’s feelings or situation. Additionally, while pose mimicry is present, it alone does not elevate the empathy level in the absence of empathetic verbal communication.",1,"While the listener does exhibit some agreement, which might indicate a basic level of understanding (Cognitive empathy), there is no evident Behavioral empathy. The listener's response is brief and does not delve into the speaker's feelings or situation. There is no expression of interest or emotional congruence. Despite the pose mimicry, the listener's response lacks depth and does not demonstrate a high level of empathy."
sub_1_conv_6,"Yeah, right? It's like they don't understand that we actually have a life and things to do outside of work, right?","Yes, true.",0.60273343,0.3515773,0.045689262,0.032975968,0.5030221,0.464002,1,0.42875,-0.147,0.21975,0.792,-0.128,0.554,21,2,0.320518940687179,0.665991842746735,0.001074169762433,0.000727229984477,0.000700810400303,7.11978645995259E-05,0.000676356081385,0.009176472201943,0.001062921015546,1,1,1,0,1,1,1,"The listener's response is minimal and does not show much effort in acknowledging or deeply understanding the speaker's frustration. The phrase ""Yes, true"" is a basic agreement but lacks emotional engagement or further elaboration that would demonstrate cognitive or affective empathy. While the listener's pose mimicry is present, it alone does not suffice to elevate the empathy rating significantly.",1,"The listener's response, ""Yes, true,"" is minimal and does not convey much empathy. It shows a basic agreement, but it lacks depth in recognizing or expressing an understanding of the speaker's feelings. Although there is pose mimicry, which indicates some level of engagement, the verbal communication does not demonstrate significant cognitive or affective empathy. It doesn't go beyond a simple acknowledgment and does not show interest in the speaker's emotional state or situation."
sub_1_conv_6,"That sucks, honestly","Yes, I agree",0.9459494,0.046428476,0.0076222103,0.017459719,0.22218877,0.7603515,1,-0.312,0.412,-0.246,0.812,-0.48,0.09,3,3,0.997326254844666,0.000358439894626,0.00154484808445,0.000227450756938,4.16950861108489E-05,0.000192811203306,8.29070559120737E-05,8.46085531520657E-05,0.000140945499879,0,1,1,0,0,0,1,"The listener's response, ""Yes, I agree,"" lacks both cognitive and affective empathy. It neither validates the speaker's feelings nor shows an understanding of their situation. Additionally, the lack of pose mimicry (0) indicates no nonverbal communication of empathy. The listener's response is minimal and does not demonstrate an interest in the speaker's emotional state.",1,"The listener's response (""Yes, I agree"") is minimal and doesn't clearly display cognitive or affective empathy. It lacks depth and doesn't show an understanding of the speaker's emotional state or provide any comfort or support. Additionally, there is no pose mimicry, which further indicates a low level of behavioral empathy."
sub_1_conv_7,"So I saw someone outside just buy ice cream, but they pulled out like one of those packets and put mayo on it. They were eating that like right outside, like vanilla ice cream and mayo.","I can't imagine, that's so disgusting yes",0.19190325,0.6952402,0.11285657,0.97141427,0.023603195,0.004982651,0,0.258266666666667,-0.259866666666667,-0.167733333333333,-0.21,0.276,-0.168,36,7,0.000203237344977,0.99614006280899,0.000262606627075,0.002184323966503,0.000115054252092,4.1341787436977E-05,6.1204940720927E-05,0.000329246860929,0.000662983686198,0,1,1,0,0,0,1,"The listener primarily responds with a brief statement that only partially acknowledges the speaker's emotions (disgust). The response lacks depth and engagement with the speaker's experience. The listener does not express interest in the speaker's emotional state or provide a more elaborate empathetic response, and there is no demonstrated pose mimicry.",2,"The listener acknowledges the unusual and possibly off-putting nature of the speaker's observation and responds with an expression of disgust, mirroring the likely sentiment of the speaker. This response demonstrates an understanding of the speaker's feelings (cognitive empathy) and a shared emotional reaction (affective empathy), which are communicated behaviorally. The lack of pose mimicry does not significantly impact the overall high level of empathy conveyed."
sub_1_conv_7,I have no idea how they ended up like doing that like there's a point where sweet and sour is just no excuse you know,I really can't imagine. I never want to try that.,0.67829525,0.29667205,0.025032673,0.9296512,0.06339895,0.0069498257,0,0.1372,-0.121,-0.0206,0.356,0.115333333333333,0.160666666666667,25,10,0.001617169356905,0.74523788690567,0.000157759481226,0.000234933875618,0.00047238895786,0.00027859894908,0.000262017187197,0.001324605080299,0.250414580106735,0,1,2,0,0,0,1,"The listener's response lacks any indication of understanding or sharing in the speaker's feelings. They merely respond with a self-focused reaction (""I never want to try that""), without showing interest in the emotional state or reason behind the speaker's comment. Additionally, the lack of pose mimicry suggests a lack of physical engagement or alignment with the speaker as well. The exchange does not demonstrate affective or cognitive empathy, nor does it communicate behavioral empathy effectively.",1,"The listener acknowledges the speaker's comment but does not explicitly express an understanding of the speaker's feelings or situation. The response lacks depth, empathy, and does not show interest in the speaker's emotional state. Additionally, the absence of pose mimicry further indicates a lower level of engagement and connection between the speaker and listener."
sub_1_conv_8,"So I'm really looking forward to having a trip overseas. I've been looking forward to this for a while and now that it's a month away I feel like it's already here, you know?","Yes, me too. And where do you want to go if it's possible?",0.002840902,0.020087907,0.9770712,0.021408174,0.7441406,0.23445116,0,0.598571428571429,-0.132,0.198571428571429,0.246,-0.067333333333333,0.06,34,13,8.45137547003105E-05,0.000482568255393,5.22984300914686E-05,9.76424689724809E-06,8.84888650034554E-05,0.000187238925719,0.998649656772614,0.000260220927885,0.000185363285709,1,1,3,0,1,1,2,"The listener demonstrated some empathy by sharing a common excitement (""Yes, me too"") and expressing interest in the speaker's plans by asking about their destination. However, the listener's response lacked a deeper emotional engagement or an acknowledgment of the speaker's feelings about their upcoming trip. The pose mimicry adds a slight positive, though it still remains a somewhat empathetic interaction rather than highly empathetic.",1,"The listener displays minimal behavioral empathy in this exchange. While there is an attempt to engage by asking a follow-up question about the speaker’s travel plans, there is no acknowledgment of the speaker’s excitement or anticipation about the trip. Also, the response lacks any expression of shared emotion or understanding, which would have conveyed higher levels of affective or cognitive empathy. The presence of pose mimicry doesn't compensate for the lack of empathetic verbal communication."
sub_1_conv_8,"I'm going to take a trip to Pakistan. I'm going to see a very different culture from mine. And I won that in a contest, so I feel like I'm very blessed.",I think that will be very interesting,0.0016184107,0.013883345,0.9844982,0.0027876042,0.028613903,0.9685985,0,0.4978,-0.1006,0.0758,0.607333333333333,0.028,0.389333333333333,32,7,0.001961102942005,0.719975233078003,0.002696495037526,0.137728199362755,0.000975952134468,0.128103360533714,0.001305849873461,0.000164887591382,0.007088867016137,1,1,3,0,0,0,2,"The listener's response, ""I think that will be very interesting,"" shows a degree of cognitive empathy by acknowledging the speaker's anticipation of an interesting experience. However, it lacks affective empathy as it does not fully convey an emotional resonance with the speaker's feeling of being blessed or excited. The absence of pose mimicry also suggests a lower level of behavioral empathy.",1,"The listener's response, ""I think that will be very interesting,"" lacks any acknowledgment of the speaker’s feelings of excitement or being blessed. It simply highlights the interest in the trip itself and does not show any affective or cognitive empathy. The listener also does not mimic the speaker's pose, indicating a low level of behavioral empathy."
sub_2_conv_1,So I used to live near a place that had like a lot of rich people properties. Like people with jet skis and all-terrain vehicles and all of that stuff. And it made me feel like really sad that I could never afford that kind of stuff and people just like use them regularly it was kind of depressing,I could see how that's really depressing is there like any way you got over that?,0.9012801,0.08506007,0.013659816,0.924704,0.06968841,0.0056075975,0,0.260538461538461,-0.167923076923077,-0.039923076923077,-0.01,-0.272,-0.303,59,16,8.02457943791524E-05,0.00047414196888,2.57912906818092E-05,2.95630361506483E-05,0.001194098847918,0.003678698791191,0.994189858436584,0.000130595683004,0.000197044908418,0,2,3,0,0,0,2,"The listener acknowledges the speaker's feelings of sadness and depression by stating, ""I could see how that's really depressing."" This indicates a basic level of cognitive empathy by recognizing and understanding the speaker's emotional state. However, the response does not express emotional congruence with the speaker (affective empathy), and the follow-up question, while relevant, feels somewhat detached and does not deeply engage with the speaker's emotional experience. Additionally, the lack of pose mimicry (0) suggests a missed opportunity to communicate empathy through body language, which could have further demonstrated behavioral empathy.",2,"The listener acknowledges the speaker's feelings by expressing understanding (""I could see how that's really depressing"") and follows up with a question that seeks to delve deeper into the speaker's experience and emotional process (""is there like any way you got over that?""). This demonstrates interest in and concern for the speaker's emotional state, aligning with the definition of high empathy provided. Although the pose mimicry score is 0, the verbal communication sufficiently conveys both cognitive and affective empathy."
sub_2_conv_1,At some point I just made peace with it and just realized that some other people are having like better lives thanks to chance. But yeah it still bothered me sometimes.,"Yeah, I think that's a healthy way to think about it. Yeah, a lot of things in life is just... has to do with luck.",0.18366067,0.50109714,0.3152422,0.024259888,0.40932807,0.566412,0,0.548857142857143,-0.217142857142857,0.085714285714286,0.4355,-0.262,0.16125,31,25,0.000212107115658,0.000965710612945,6.35134856565855E-05,2.74125868600095E-05,0.000250896177022,8.04795272415504E-05,8.5710380517412E-05,0.996713995933533,0.001600119983777,1,2,3,1,1,1,2,"The listener acknowledges the speaker's feelings and perspective, demonstrating cognitive empathy by understanding the role luck plays in life. This shows a reasonable level of engagement and understanding of the speaker's situation. However, the response could be more emotionally supportive and less general to show affective empathy. The listener's response lacks an explicit expression of interest in the speaker's emotional state, which would be necessary for a higher rating. The presence of pose mimicry indicates some degree of behavioral empathy.",2,"The listener's response acknowledges the speaker's feelings and offers a perspective that aligns with the speaker's realization. By affirming that many aspects of life are influenced by luck, the listener demonstrates cognitive empathy. The use of supportive language like ""I think that's a healthy way to think about it"" shows an understanding of the speaker's coping mechanism and offers validation. Additionally, pose mimicry (1) further enhances the demonstration of empathy by building a more connected interaction."
sub_2_conv_1,"Yeah, we just have to keep on keeping on and I guess... do the best with what we have, right?","Yeah, I think so.",0.0120959105,0.28461668,0.70328736,0.044007074,0.6140114,0.34198147,0,0.3772,-0.288,0.206,0.572,-0.184,0.236,20,4,0.001048673060723,0.013125609606504,0.000112088629976,3.76901771232951E-05,0.012902683578432,0.951388359069824,0.003562772413716,0.016503136605024,0.00131912145298,1,2,1,0,1,1,1,"The listener's response, ""Yeah, I think so,"" is quite minimal and does not fully engage with the speaker's emotional state or situation. It lacks depth in both cognitive and affective empathy. Although it shows a small acknowledgment, it does not display significant interest or understanding. The pose mimicry is noted as 1, but it alone isn't sufficient to boost the overall empathy score.",1,"The listener's response, ""Yeah, I think so,"" is minimal and does not indicate a high degree of cognitive or affective empathy. There is no expression of understanding or emotional congruence with the speaker's sentiment. Although the listener did mimic the speaker's pose, the verbal component is insufficient to rate the exchange as empathetic."
sub_2_conv_2,So once I was in my house and there came a really really big spider out of the ceiling and I didn't want to kill it so I just thrust it to like for it to fall on my hand and then and just went to the window and threw it away.,"You're very trustworthy of bugs. Like, how do you know that it's not like a spider that could harm you? Like, if it's hanging, it's like kind of far, right?",0.5988801,0.36579192,0.035328012,0.19047475,0.62862206,0.18090324,0,-0.027090909090909,-0.028,0.022545454545455,0.216,-0.162,0.025230769230769,52,30,0.000663235841785,0.000120146774861,6.2702463765163E-05,4.61564086435828E-05,8.37186089484021E-05,0.000164890647284,0.998676121234894,3.30728362314403E-05,0.000149871979374,0,1,3,0,0,0,1,"The listener's response does not demonstrate affective or cognitive empathy effectively. The focus of the listener is more on questioning the speaker's action with a hint of judgment rather than validating the speaker's experience or emotional state. There is no indication of understanding or sharing the emotional experience of encountering a large spider. Additionally, the lack of pose mimicry further suggests a lower level of behavioral empathy.",1,"The listener's response lacks empathetic engagement with the speaker's emotional experience. Instead of showing understanding or sharing the speaker's feelings about the spider incident (such as fear, bravery, or relief), the listener focuses on questioning the speaker's actions regarding the spider. There is no effort to connect on an emotional level or to express interest in the speaker’s feelings. Additionally, there is no pose mimicry, further indicating a lack of behavioral empathy."
sub_2_conv_2,"I didn't know, actually, but I figured that if it continued to go down into the bottom of my hand, that it would be fine.","That's really interesting, because if I saw any spider, I would probably just want to get rid of it at any cost. I probably wouldn't care if I had to kill it or not, because I would be too afraid that it would kill me or something.",0.055557095,0.58892334,0.35551956,0.3281783,0.4454204,0.22640125,0,0.195714285714286,-0.263428571428571,-0.015142857142857,-0.176571428571429,0.166142857142857,0.029714285714286,25,47,0.001931732986122,0.930158019065857,0.000466387922643,0.002487850608304,0.000279837142443,8.32740042824298E-05,0.000144582372741,0.000340205995599,0.064108110964298,0,1,3,0,0,0,1,"The listener displayed little to no empathy in their response. Instead of acknowledging or validating the speaker's experience, the listener redirected the conversation to their own reaction to seeing a spider, expressing their own fear and hypothetical behavior. There was no demonstration of cognitive or affective empathy towards the speaker's feelings or situation. Additionally, the lack of pose mimicry reinforces the absence of empathetic behavior.",1,"The listener's response does not show empathy towards the speaker's situation or feelings. Instead, the listener shifts the focus to their own feelings about encountering a spider, demonstrating a lack of interest in the speaker's experience. There is no affective or cognitive empathy evident, as the listener does not acknowledge or validate the speaker's perspective or emotions. Additionally, there is no pose mimicry to indicate an attempt to connect non-verbally."
sub_2_conv_2,"Yeah, but they're animals. They're not going to hurt me, I think. I mean, some of them have venom and stuff.",I think that's just really trusting of something that you don't really know how it thinks.,0.34722587,0.5573721,0.09540206,0.21430434,0.6250486,0.16064711,0,-0.053428571428571,0.052571428571429,-0.031714285714286,0.597,-0.1575,0.345,21,16,0.985792577266693,0.011932152323425,0.000239244953264,0.000121528566524,0.000118698648294,5.84651716053486E-05,0.000226877309615,0.000106057843368,0.001404450857081,0,1,3,1,1,1,1,"The listener's response does not acknowledge or validate the speaker's emotions or perspective. The listener focuses on expressing their own perspective on the trustworthiness of animals with venom, rather than addressing the speaker's feelings or experiences. This shows a lack of affective and cognitive empathy. Although there is pose mimicry, it does not compensate for the lack of empathetic communication.",1,"The listener's response focuses on their own perception and opinion rather than exploring or showing understanding of the speaker's feelings about the animals. The listener does not demonstrate affective or cognitive empathy, as they do not acknowledge the speaker's emotions or provide any supportive or understanding statements. Despite the pose mimicry, the listener's communication lacks empathetic engagement."
sub_2_conv_3,So the other day I was really afraid because I think I saw someone die. There was someone that was going down the stairs at one of the stations and he fell and I thought he was going to be okay but he wasn't moving and there was blood and stuff. I didn't stay there but it was a very frightening experience.,"Oh god, that sounds terrifying. Did you ask for help? Did someone help them or did you just leave? What happened? And are you okay?",0.8832496,0.1060499,0.010700604,0.88533413,0.10804949,0.0066163805,0,-0.053529411764706,-0.014823529411765,-0.071764705882353,0.087428571428571,0.049714285714286,0.017142857142857,62,25,5.02357397635933E-05,6.21957005932927E-05,2.14353040064452E-05,2.57941428571939E-05,0.000197095636395,0.000683407008182,0.998676955699921,7.0554502599407E-05,0.000212378581637,0,3,3,1,0,1,3,"The listener displayed high behavioral empathy. They expressed concern, acknowledged the intensity of the speaker's emotions (""Oh god, that sounds terrifying""), inquired about the situation in detail to understand better (""Did you ask for help? Did someone help them or did you just leave?""), and showed care for the speaker's well-being (""And are you okay?""). Despite the lack of pose mimicry, the listener’s verbal responses effectively demonstrated both cognitive and affective empathy.",2,"The listener engaged in behavioral empathy by expressing that they understood the speaker's emotional state, validated their feelings (""Oh god, that sounds terrifying""), and showed concern for both the incident and the speaker's well-being (""Did you ask for help? Did someone help them or did you just leave? What happened? And are you okay?""). Despite the lack of pose mimicry (0), the listener's verbal responses indicate a high level of empathy by addressing the speaker's experience and emotions comprehensively."
